Sample Names	MutationType	CNV48A
Syntheticpatient6	1:LOH:>40Mb	1.0
Syntheticpatient6	2:LOH:0-100kb	1.0
Syntheticpatient6	2:LOH:100kb-1Mb	1.0
Syntheticpatient6	2:LOH:1Mb-10Mb	1.0
Syntheticpatient6	2:LOH:10Mb-40Mb	1.0
Syntheticpatient6	2:LOH:>40Mb	1.0
Syntheticpatient6	3-4:LOH:0-100kb	1.0
Syntheticpatient6	3-4:LOH:100kb-1Mb	1.0
Syntheticpatient6	3-4:LOH:1Mb-10Mb	1.0
Syntheticpatient6	3-4:LOH:10Mb-40Mb	1.0
Syntheticpatient6	3-4:LOH:>40Mb	1.0
Syntheticpatient6	5-8:LOH:0-100kb	1.0
Syntheticpatient6	5-8:LOH:100kb-1Mb	1.0
Syntheticpatient6	5-8:LOH:1Mb-10Mb	1.0
Syntheticpatient6	5-8:LOH:10Mb-40Mb	1.0
Syntheticpatient6	5-8:LOH:>40Mb	1.0
Syntheticpatient6	9+:LOH:0-100kb	1.0
Syntheticpatient6	9+:LOH:100kb-1Mb	1.0
Syntheticpatient6	9+:LOH:1Mb-10Mb	1.0
Syntheticpatient6	9+:LOH:10Mb-40Mb	1.0
Syntheticpatient6	9+:LOH:>40Mb	1.0
Syntheticpatient6	2:het:0-100kb	1.0
Syntheticpatient6	2:het:100kb-1Mb	1.0
Syntheticpatient6	2:het:1Mb-10Mb	1.0
Syntheticpatient6	2:het:10Mb-40Mb	1.0
Syntheticpatient6	2:het:>40Mb	1.0
Syntheticpatient6	3-4:het:0-100kb	1.0
Syntheticpatient6	3-4:het:100kb-1Mb	1.0
Syntheticpatient6	3-4:het:1Mb-10Mb	1.0
Syntheticpatient6	3-4:het:10Mb-40Mb	1.0
Syntheticpatient6	3-4:het:>40Mb	1.0
Syntheticpatient6	5-8:het:0-100kb	1.0
Syntheticpatient6	5-8:het:100kb-1Mb	1.0
Syntheticpatient6	5-8:het:1Mb-10Mb	1.0
Syntheticpatient6	5-8:het:10Mb-40Mb	1.0
Syntheticpatient6	5-8:het:>40Mb	1.0
Syntheticpatient6	9+:het:0-100kb	1.0
Syntheticpatient6	9+:het:100kb-1Mb	1.0
Syntheticpatient6	9+:het:1Mb-10Mb	1.0
Syntheticpatient6	9+:het:10Mb-40Mb	1.0
Syntheticpatient6	9+:het:>40Mb	1.0
Syntheticpatient7	0:homdel:0-100kb	1.0
Syntheticpatient7	0:homdel:100kb-1Mb	1.0
Syntheticpatient7	0:homdel:>1Mb	1.0
Syntheticpatient7	1:LOH:0-100kb	1.0
Syntheticpatient7	1:LOH:100kb-1Mb	1.0
Syntheticpatient7	1:LOH:1Mb-10Mb	1.0
Syntheticpatient7	1:LOH:10Mb-40Mb	1.0
Syntheticpatient7	1:LOH:>40Mb	1.0
Syntheticpatient7	2:LOH:0-100kb	1.0
Syntheticpatient7	2:LOH:100kb-1Mb	1.0
Syntheticpatient7	2:LOH:1Mb-10Mb	1.0
Syntheticpatient7	2:LOH:10Mb-40Mb	1.0
Syntheticpatient7	2:LOH:>40Mb	1.0
Syntheticpatient7	3-4:LOH:0-100kb	1.0
Syntheticpatient7	3-4:LOH:100kb-1Mb	1.0
Syntheticpatient7	3-4:LOH:1Mb-10Mb	1.0
Syntheticpatient7	3-4:LOH:10Mb-40Mb	1.0
Syntheticpatient7	3-4:LOH:>40Mb	1.0
Syntheticpatient7	5-8:LOH:0-100kb	1.0
Syntheticpatient7	5-8:LOH:100kb-1Mb	1.0
Syntheticpatient7	5-8:LOH:1Mb-10Mb	1.0
Syntheticpatient7	5-8:LOH:10Mb-40Mb	1.0
Syntheticpatient7	5-8:LOH:>40Mb	1.0
Syntheticpatient7	9+:LOH:0-100kb	1.0
Syntheticpatient7	9+:LOH:100kb-1Mb	1.0
Syntheticpatient7	9+:LOH:1Mb-10Mb	1.0
Syntheticpatient7	9+:LOH:10Mb-40Mb	1.0
Syntheticpatient7	9+:LOH:>40Mb	1.0
Syntheticpatient7	2:het:0-100kb	1.0
Syntheticpatient7	2:het:100kb-1Mb	1.0
Syntheticpatient7	2:het:1Mb-10Mb	1.0
Syntheticpatient7	2:het:10Mb-40Mb	1.0
Syntheticpatient7	2:het:>40Mb	1.0
Syntheticpatient7	3-4:het:0-100kb	1.0
Syntheticpatient7	3-4:het:100kb-1Mb	1.0
Syntheticpatient7	3-4:het:1Mb-10Mb	1.0
Syntheticpatient7	3-4:het:10Mb-40Mb	1.0
Syntheticpatient7	3-4:het:>40Mb	1.0
Syntheticpatient7	5-8:het:0-100kb	1.0
Syntheticpatient7	5-8:het:100kb-1Mb	1.0
Syntheticpatient7	5-8:het:1Mb-10Mb	1.0
Syntheticpatient7	5-8:het:10Mb-40Mb	1.0
Syntheticpatient7	5-8:het:>40Mb	1.0
Syntheticpatient7	9+:het:0-100kb	1.0
Syntheticpatient7	9+:het:100kb-1Mb	1.0
Syntheticpatient7	9+:het:1Mb-10Mb	1.0
Syntheticpatient7	9+:het:10Mb-40Mb	1.0
Syntheticpatient7	9+:het:>40Mb	1.0
Syntheticpatient8	0:homdel:0-100kb	1.0
Syntheticpatient8	0:homdel:100kb-1Mb	1.0
Syntheticpatient8	0:homdel:>1Mb	1.0
Syntheticpatient8	1:LOH:0-100kb	1.0
Syntheticpatient8	1:LOH:100kb-1Mb	1.0
Syntheticpatient8	1:LOH:1Mb-10Mb	1.0
Syntheticpatient8	1:LOH:10Mb-40Mb	1.0
Syntheticpatient8	1:LOH:>40Mb	1.0
Syntheticpatient8	2:LOH:0-100kb	1.0
Syntheticpatient8	2:LOH:100kb-1Mb	1.0
Syntheticpatient8	2:LOH:1Mb-10Mb	1.0
Syntheticpatient8	2:LOH:10Mb-40Mb	1.0
Syntheticpatient8	2:LOH:>40Mb	1.0
Syntheticpatient8	3-4:LOH:0-100kb	1.0
Syntheticpatient8	3-4:LOH:100kb-1Mb	1.0
Syntheticpatient8	3-4:LOH:1Mb-10Mb	1.0
Syntheticpatient8	3-4:LOH:10Mb-40Mb	1.0
Syntheticpatient8	3-4:LOH:>40Mb	1.0
Syntheticpatient8	5-8:LOH:0-100kb	1.0
Syntheticpatient8	5-8:LOH:100kb-1Mb	1.0
Syntheticpatient8	5-8:LOH:1Mb-10Mb	1.0
Syntheticpatient8	5-8:LOH:10Mb-40Mb	1.0
Syntheticpatient8	5-8:LOH:>40Mb	1.0
Syntheticpatient8	9+:LOH:0-100kb	1.0
Syntheticpatient8	9+:LOH:100kb-1Mb	1.0
Syntheticpatient8	9+:LOH:1Mb-10Mb	1.0
Syntheticpatient8	9+:LOH:10Mb-40Mb	1.0
Syntheticpatient8	9+:LOH:>40Mb	1.0
Syntheticpatient8	2:het:0-100kb	1.0
Syntheticpatient8	2:het:100kb-1Mb	1.0
Syntheticpatient8	2:het:1Mb-10Mb	1.0
Syntheticpatient8	2:het:10Mb-40Mb	1.0
Syntheticpatient8	2:het:>40Mb	1.0
Syntheticpatient8	3-4:het:0-100kb	1.0
Syntheticpatient8	3-4:het:100kb-1Mb	1.0
Syntheticpatient8	3-4:het:1Mb-10Mb	1.0
Syntheticpatient8	3-4:het:10Mb-40Mb	1.0
Syntheticpatient8	3-4:het:>40Mb	1.0
Syntheticpatient8	5-8:het:0-100kb	1.0
Syntheticpatient8	5-8:het:100kb-1Mb	1.0
Syntheticpatient8	5-8:het:1Mb-10Mb	1.0
Syntheticpatient8	5-8:het:10Mb-40Mb	1.0
Syntheticpatient8	5-8:het:>40Mb	1.0
Syntheticpatient8	9+:het:0-100kb	1.0
Syntheticpatient8	9+:het:100kb-1Mb	1.0
Syntheticpatient8	9+:het:1Mb-10Mb	1.0
Syntheticpatient8	9+:het:10Mb-40Mb	1.0
Syntheticpatient8	9+:het:>40Mb	1.0
Syntheticpatient9	0:homdel:0-100kb	1.0
Syntheticpatient9	0:homdel:100kb-1Mb	1.0
Syntheticpatient9	0:homdel:>1Mb	1.0
Syntheticpatient9	1:LOH:0-100kb	1.0
Syntheticpatient9	1:LOH:100kb-1Mb	1.0
Syntheticpatient9	1:LOH:1Mb-10Mb	1.0
Syntheticpatient9	1:LOH:10Mb-40Mb	1.0
Syntheticpatient9	1:LOH:>40Mb	1.0
Syntheticpatient9	2:LOH:0-100kb	1.0
Syntheticpatient9	2:LOH:100kb-1Mb	1.0
Syntheticpatient9	2:LOH:1Mb-10Mb	1.0
Syntheticpatient9	2:LOH:10Mb-40Mb	1.0
Syntheticpatient9	2:LOH:>40Mb	1.0
Syntheticpatient9	3-4:LOH:0-100kb	1.0
Syntheticpatient9	3-4:LOH:100kb-1Mb	1.0
Syntheticpatient9	3-4:LOH:1Mb-10Mb	1.0
Syntheticpatient9	3-4:LOH:10Mb-40Mb	1.0
Syntheticpatient9	3-4:LOH:>40Mb	1.0
Syntheticpatient9	5-8:LOH:0-100kb	1.0
Syntheticpatient9	5-8:LOH:100kb-1Mb	1.0
Syntheticpatient9	5-8:LOH:1Mb-10Mb	1.0
Syntheticpatient9	5-8:LOH:10Mb-40Mb	1.0
Syntheticpatient9	5-8:LOH:>40Mb	1.0
Syntheticpatient9	9+:LOH:0-100kb	1.0
Syntheticpatient9	9+:LOH:100kb-1Mb	1.0
Syntheticpatient9	9+:LOH:1Mb-10Mb	1.0
Syntheticpatient9	9+:LOH:10Mb-40Mb	1.0
Syntheticpatient9	9+:LOH:>40Mb	1.0
Syntheticpatient9	2:het:0-100kb	1.0
Syntheticpatient9	2:het:100kb-1Mb	1.0
Syntheticpatient9	2:het:1Mb-10Mb	1.0
Syntheticpatient9	2:het:10Mb-40Mb	1.0
Syntheticpatient9	2:het:>40Mb	1.0
Syntheticpatient9	3-4:het:0-100kb	1.0
Syntheticpatient9	3-4:het:100kb-1Mb	1.0
Syntheticpatient9	3-4:het:1Mb-10Mb	1.0
Syntheticpatient9	3-4:het:10Mb-40Mb	1.0
Syntheticpatient9	3-4:het:>40Mb	1.0
Syntheticpatient9	5-8:het:0-100kb	1.0
Syntheticpatient9	5-8:het:100kb-1Mb	1.0
Syntheticpatient9	5-8:het:1Mb-10Mb	1.0
Syntheticpatient9	5-8:het:10Mb-40Mb	1.0
Syntheticpatient9	5-8:het:>40Mb	1.0
Syntheticpatient9	9+:het:0-100kb	1.0
Syntheticpatient9	9+:het:100kb-1Mb	1.0
Syntheticpatient9	9+:het:1Mb-10Mb	1.0
Syntheticpatient9	9+:het:10Mb-40Mb	1.0
Syntheticpatient9	9+:het:>40Mb	1.0
