Sample Names	MutationType	CN2	CN13
Syntheticpatient10	2:LOH:10Mb-40Mb	0.7760028451853933	0.2239971548146067
Syntheticpatient10	2:LOH:>40Mb	0.9983969012721275	0.001603098727872455
Syntheticpatient10	3-4:LOH:0-100kb	0.7888321147965567	0.2111678852034433
Syntheticpatient10	3-4:LOH:100kb-1Mb	0.5703672305801003	0.4296327694198997
Syntheticpatient10	3-4:LOH:1Mb-10Mb	0.364908329194624	0.635091670805376
Syntheticpatient10	3-4:LOH:10Mb-40Mb	0.5237337281519985	0.4762662718480015
Syntheticpatient10	3-4:LOH:>40Mb	0.7821672255609462	0.2178327744390538
Syntheticpatient10	5-8:LOH:0-100kb	0.31079208685959625	0.6892079131404037
Syntheticpatient10	5-8:LOH:100kb-1Mb	0.6847185993286734	0.31528140067132654
Syntheticpatient10	5-8:LOH:1Mb-10Mb	0.3665286373283943	0.6334713626716058
Syntheticpatient10	5-8:LOH:10Mb-40Mb	0.7355554098722765	0.26444459012772353
Syntheticpatient10	5-8:LOH:>40Mb	0.8296245439399107	0.17037545606008933
Syntheticpatient10	9+:LOH:0-100kb	0.9018148647566742	0.09818513524332577
Syntheticpatient10	9+:LOH:100kb-1Mb	0.13235334526643006	0.8676466547335699
Syntheticpatient10	9+:LOH:1Mb-10Mb	0.2847147941420914	0.7152852058579087
Syntheticpatient10	9+:LOH:10Mb-40Mb	0.997792410597153	0.0022075894028470663
Syntheticpatient10	9+:LOH:>40Mb	0.8036022281468557	0.19639777185314436
Syntheticpatient10	2:het:0-100kb	0.25854735777701837	0.7414526422229816
Syntheticpatient10	2:het:100kb-1Mb	0.13805028440126416	0.8619497155987358
Syntheticpatient10	2:het:1Mb-10Mb	0.007142084487556846	0.9928579155124431
Syntheticpatient10	2:het:10Mb-40Mb	0.0046098353102688285	0.9953901646897312
Syntheticpatient10	2:het:>40Mb	1.8291771868305977e-05	0.9999817082281317
Syntheticpatient10	3-4:het:0-100kb	0.7851635857207778	0.21483641427922218
Syntheticpatient10	3-4:het:100kb-1Mb	0.3810425979289357	0.6189574020710643
Syntheticpatient10	3-4:het:1Mb-10Mb	0.6869340729058798	0.3130659270941202
Syntheticpatient10	3-4:het:10Mb-40Mb	0.892793223086709	0.107206776913291
Syntheticpatient10	3-4:het:>40Mb	0.9696908835822864	0.03030911641771361
Syntheticpatient10	5-8:het:0-100kb	0.5790263068248473	0.4209736931751528
Syntheticpatient10	5-8:het:100kb-1Mb	0.910040429886362	0.089959570113638
Syntheticpatient10	5-8:het:1Mb-10Mb	0.9999618240125719	3.817598742802675e-05
Syntheticpatient10	5-8:het:10Mb-40Mb	0.9900226373769682	0.009977362623031841
Syntheticpatient10	5-8:het:>40Mb	0.9980389324770789	0.001961067522921163
Syntheticpatient10	9+:het:0-100kb	0.46556292654431497	0.534437073455685
Syntheticpatient10	9+:het:100kb-1Mb	0.8357624389343927	0.1642375610656073
Syntheticpatient10	9+:het:1Mb-10Mb	0.5227219625176863	0.4772780374823136
Syntheticpatient10	9+:het:10Mb-40Mb	0.9721854871411367	0.02781451285886325
Syntheticpatient10	9+:het:>40Mb	0.9440969520209782	0.05590304797902185
Syntheticpatient2	0:homdel:0-100kb	0.6065033338627684	0.39349666613723155
Syntheticpatient2	0:homdel:100kb-1Mb	0.24281575517416532	0.7571842448258348
Syntheticpatient2	0:homdel:>1Mb	0.24630943478482634	0.7536905652151737
Syntheticpatient2	1:LOH:0-100kb	0.6054166819644762	0.39458331803552393
Syntheticpatient2	1:LOH:100kb-1Mb	0.2529122213437489	0.7470877786562511
Syntheticpatient2	1:LOH:1Mb-10Mb	0.012152918782565957	0.9878470812174341
Syntheticpatient2	1:LOH:10Mb-40Mb	0.00482118153375083	0.9951788184662492
Syntheticpatient2	1:LOH:>40Mb	0.0008900277251321411	0.9991099722748678
Syntheticpatient2	2:LOH:0-100kb	0.9854229948099666	0.014577005190033352
Syntheticpatient2	2:LOH:100kb-1Mb	0.5083246824514716	0.49167531754852845
Syntheticpatient2	2:LOH:1Mb-10Mb	0.5671383525076427	0.43286164749235734
Syntheticpatient2	2:LOH:10Mb-40Mb	0.8720272100356536	0.12797278996434622
Syntheticpatient2	2:LOH:>40Mb	0.9991843364116972	0.0008156635883028502
Syntheticpatient2	3-4:LOH:0-100kb	0.8802057672243317	0.11979423277566825
Syntheticpatient2	3-4:LOH:100kb-1Mb	0.723087712224525	0.27691228777547494
Syntheticpatient2	3-4:LOH:1Mb-10Mb	0.5305511301798964	0.4694488698201037
Syntheticpatient2	3-4:LOH:10Mb-40Mb	0.6838423524601587	0.3161576475398414
Syntheticpatient2	3-4:LOH:>40Mb	0.8759713731277525	0.12402862687224755
Syntheticpatient2	5-8:LOH:0-100kb	0.470051218093602	0.5299487819063979
Syntheticpatient2	5-8:LOH:100kb-1Mb	0.810309503949471	0.189690496050529
Syntheticpatient2	5-8:LOH:1Mb-10Mb	0.5322904934325403	0.4677095065674596
Syntheticpatient2	5-8:LOH:10Mb-40Mb	0.8454660579567427	0.15453394204325743
Syntheticpatient2	5-8:LOH:>40Mb	0.9054624590238289	0.09453754097617105
Syntheticpatient2	9+:LOH:0-100kb	0.9475507541547946	0.05244924584520538
Syntheticpatient2	9+:LOH:100kb-1Mb	0.23079472015955085	0.7692052798404492
Syntheticpatient2	9+:LOH:1Mb-10Mb	0.4391251690114544	0.5608748309885455
Syntheticpatient2	9+:LOH:10Mb-40Mb	0.9988764347852441	0.001123565214755844
Syntheticpatient2	9+:LOH:>40Mb	0.8894801927322971	0.11051980726770301
Syntheticpatient2	2:het:0-100kb	0.4068380464632327	0.5931619535367674
Syntheticpatient2	2:het:100kb-1Mb	0.2395589976816769	0.760441002318323
Syntheticpatient2	2:het:1Mb-10Mb	0.013951716696935543	0.9860482833030644
Syntheticpatient2	2:het:10Mb-40Mb	0.009027041836594425	0.9909729581634057
Syntheticpatient2	2:het:>40Mb	3.597822071342461e-05	0.9999640217792867
Syntheticpatient2	3-4:het:0-100kb	0.8778788846948834	0.12212111530511673
Syntheticpatient2	3-4:het:100kb-1Mb	0.547693270363653	0.45230672963634694
Syntheticpatient2	3-4:het:1Mb-10Mb	0.8118849125356938	0.18811508746430622
Syntheticpatient2	3-4:het:10Mb-40Mb	0.9424633916655766	0.05753660833442333
Syntheticpatient2	3-4:het:>40Mb	0.9843576748834262	0.01564232511657385
Syntheticpatient2	5-8:het:0-100kb	0.7301251637049442	0.26987483629505593
Syntheticpatient2	5-8:het:100kb-1Mb	0.9521480563157397	0.0478519436842603
Syntheticpatient2	5-8:het:1Mb-10Mb	0.9999805908354136	1.9409164586478805e-05
Syntheticpatient2	5-8:het:10Mb-40Mb	0.9949024727601516	0.005097527239848423
Syntheticpatient2	5-8:het:>40Mb	0.9990020245771228	0.0009979754228770866
Syntheticpatient2	9+:het:0-100kb	0.6314665295333796	0.3685334704666205
Syntheticpatient2	9+:het:100kb-1Mb	0.9091673694786903	0.09083263052130967
Syntheticpatient2	9+:het:1Mb-10Mb	0.6829648236639502	0.31703517633604983
Syntheticpatient2	9+:het:10Mb-40Mb	0.9856629704939741	0.014337029506025988
Syntheticpatient2	9+:het:>40Mb	0.9707755638355557	0.029224436164444357
Syntheticpatient3	0:homdel:0-100kb	0.2851675711882209	0.714832428811779
Syntheticpatient3	0:homdel:100kb-1Mb	0.07663912170938648	0.9233608782906134
Syntheticpatient3	0:homdel:>1Mb	0.07798808517059175	0.9220119148294083
Syntheticpatient3	1:LOH:0-100kb	0.28424077204703346	0.7157592279529665
Syntheticpatient3	1:LOH:100kb-1Mb	0.0805610020527153	0.9194389979472847
Syntheticpatient3	1:LOH:1Mb-10Mb	0.003174051465479594	0.9968259485345203
Syntheticpatient3	1:LOH:10Mb-40Mb	0.001252310158387736	0.9987476898416121
Syntheticpatient3	1:LOH:>40Mb	0.00023051217851044665	0.9997694878214896
Syntheticpatient3	2:LOH:0-100kb	0.9459365369054872	0.05406346309451281
Syntheticpatient3	2:LOH:100kb-1Mb	0.2111001031279476	0.7888998968720524
Syntheticpatient3	2:LOH:1Mb-10Mb	0.2532366934973763	0.7467633065026238
Syntheticpatient3	2:LOH:10Mb-40Mb	0.6381616743648504	0.3618383256351497
Syntheticpatient3	2:LOH:>40Mb	0.9968559163368954	0.0031440836631045554
Syntheticpatient3	3-4:LOH:0-100kb	0.6553796612017165	0.3446203387982834
Syntheticpatient3	3-4:LOH:100kb-1Mb	0.40328909766860643	0.5967109023313935
Syntheticpatient3	3-4:LOH:1Mb-10Mb	0.22631239492707309	0.7736876050729269
Syntheticpatient3	3-4:LOH:10Mb-40Mb	0.3589044380265541	0.6410955619734459
Syntheticpatient3	3-4:LOH:>40Mb	0.6463908643312343	0.3536091356687657
Syntheticpatient3	5-8:LOH:0-100kb	0.18670751497827912	0.8132924850217209
Syntheticpatient3	5-8:LOH:100kb-1Mb	0.5250823531292345	0.4749176468707655
Syntheticpatient3	5-8:LOH:1Mb-10Mb	0.22753777958288354	0.7724622204171164
Syntheticpatient3	5-8:LOH:10Mb-40Mb	0.5860998625791148	0.41390013742088516
Syntheticpatient3	5-8:LOH:>40Mb	0.7125579566381378	0.28744204336186213
Syntheticpatient3	9+:LOH:0-100kb	0.8238170801620408	0.1761829198379592
Syntheticpatient3	9+:LOH:100kb-1Mb	0.07206200253095309	0.9279379974690469
Syntheticpatient3	9+:LOH:1Mb-10Mb	0.1684962841251942	0.8315037158748059
Syntheticpatient3	9+:LOH:10Mb-40Mb	0.9956728750269559	0.004327124973044139
Syntheticpatient3	9+:LOH:>40Mb	0.6756459827687372	0.3243540172312627
Syntheticpatient3	2:het:0-100kb	0.15075892144304862	0.8492410785569514
Syntheticpatient3	2:het:100kb-1Mb	0.07538928731277258	0.9246107126872274
Syntheticpatient3	2:het:1Mb-10Mb	0.0036487632652821202	0.9963512367347179
Syntheticpatient3	2:het:10Mb-40Mb	0.002352148183870144	0.9976478518161298
Syntheticpatient3	2:het:>40Mb	9.312258389647826e-06	0.9999906877416103
Syntheticpatient3	3-4:het:0-100kb	0.6504201504306442	0.3495798495693558
Syntheticpatient3	3-4:het:100kb-1Mb	0.2386211435311005	0.7613788564688996
Syntheticpatient3	3-4:het:1Mb-10Mb	0.5276457385341263	0.47235426146587367
Syntheticpatient3	3-4:het:10Mb-40Mb	0.8091454176712543	0.19085458232874575
Syntheticpatient3	3-4:het:>40Mb	0.9421548552895335	0.0578451447104666
Syntheticpatient3	5-8:het:0-100kb	0.41184314570082003	0.5881568542991799
Syntheticpatient3	5-8:het:100kb-1Mb	0.8373988217935151	0.1626011782064849
Syntheticpatient3	5-8:het:1Mb-10Mb	0.9999250142136851	7.498578631491815e-05
Syntheticpatient3	5-8:het:10Mb-40Mb	0.9805883689835942	0.01941163101640577
Syntheticpatient3	5-8:het:>40Mb	0.9961551737594241	0.0038448262405760326
Syntheticpatient3	9+:het:0-100kb	0.3072312771009817	0.6927687228990184
Syntheticpatient3	9+:het:100kb-1Mb	0.7214974866764914	0.2785025133235086
Syntheticpatient3	9+:het:1Mb-10Mb	0.3579717618379949	0.642028238162005
Syntheticpatient3	9+:het:10Mb-40Mb	0.9467914632173975	0.053208536782602574
Syntheticpatient3	9+:het:>40Mb	0.8958071162566493	0.10419288374335063
Syntheticpatient4	0:homdel:0-100kb	0.5548936199759064	0.4451063800240936
Syntheticpatient4	0:homdel:100kb-1Mb	0.205955695209105	0.794044304790895
Syntheticpatient4	0:homdel:>1Mb	0.20906545956601477	0.7909345404339853
Syntheticpatient4	1:LOH:0-100kb	0.5537693057606164	0.44623069423938355
Syntheticpatient4	1:LOH:100kb-1Mb	0.2149545963495093	0.7850454036504906
Syntheticpatient4	1:LOH:1Mb-10Mb	0.00985245739013604	0.9901475426098639
Syntheticpatient4	1:LOH:10Mb-40Mb	0.003903082521444086	0.9960969174785559
Syntheticpatient4	1:LOH:>40Mb	0.0007199978752528075	0.9992800021247471
Syntheticpatient4	2:LOH:0-100kb	0.9820394036229744	0.017960596377025746
Syntheticpatient4	2:LOH:100kb-1Mb	0.45540067305233245	0.5445993269476674
Syntheticpatient4	2:LOH:1Mb-10Mb	0.5144985857613368	0.48550141423866316
Syntheticpatient4	2:LOH:10Mb-40Mb	0.8464244662939385	0.15357553370606142
Syntheticpatient4	2:LOH:>40Mb	0.9989917375860655	0.0010082624139344239
Syntheticpatient4	3-4:LOH:0-100kb	0.8559690044571843	0.14403099554281576
Syntheticpatient4	3-4:LOH:100kb-1Mb	0.6786675658963808	0.3213324341036193
Syntheticpatient4	3-4:LOH:1Mb-10Mb	0.47756068949938796	0.5224393105006121
Syntheticpatient4	3-4:LOH:10Mb-40Mb	0.6362933165446489	0.3637066834553512
Syntheticpatient4	3-4:LOH:>40Mb	0.851022907058819	0.14897709294118094
Syntheticpatient4	5-8:LOH:0-100kb	0.4177265330777966	0.5822734669222034
Syntheticpatient4	5-8:LOH:100kb-1Mb	0.7755375523295844	0.22446244767041548
Syntheticpatient4	5-8:LOH:1Mb-10Mb	0.47930369963148906	0.520696300368511
Syntheticpatient4	5-8:LOH:10Mb-40Mb	0.8156726325876967	0.18432736741230318
Syntheticpatient4	5-8:LOH:>40Mb	0.8856719103206656	0.11432808967933444
Syntheticpatient4	9+:LOH:0-100kb	0.9359477218259936	0.06405227817400627
Syntheticpatient4	9+:LOH:100kb-1Mb	0.1952888356936762	0.8047111643063237
Syntheticpatient4	9+:LOH:1Mb-10Mb	0.38772438636196754	0.6122756136380325
Syntheticpatient4	9+:LOH:10Mb-40Mb	0.9986112336400192	0.001388766359980762
Syntheticpatient4	9+:LOH:>40Mb	0.8668359553622681	0.13316404463773193
Syntheticpatient4	2:het:0-100kb	0.35681228092198336	0.6431877190780166
Syntheticpatient4	2:het:100kb-1Mb	0.20306073858135107	0.7969392614186489
Syntheticpatient4	2:het:1Mb-10Mb	0.011314655641793304	0.9886853443582067
Syntheticpatient4	2:het:10Mb-40Mb	0.00731390586997495	0.9926860941300252
Syntheticpatient4	2:het:>40Mb	2.9100231616287936e-05	0.9999708997683837
Syntheticpatient4	3-4:het:0-100kb	0.8532498359529511	0.14675016404704888
Syntheticpatient4	3-4:het:100kb-1Mb	0.4947952704045481	0.5052047295954518
Syntheticpatient4	3-4:het:1Mb-10Mb	0.7773223871709981	0.2226776128290019
Syntheticpatient4	3-4:het:10Mb-40Mb	0.9298182704754498	0.07018172952455023
Syntheticpatient4	3-4:het:>40Mb	0.9807316385045031	0.01926836149549692
Syntheticpatient4	5-8:het:0-100kb	0.686344227889173	0.31365577211082707
Syntheticpatient4	5-8:het:100kb-1Mb	0.9414992670651423	0.05850073293485769
Syntheticpatient4	5-8:het:1Mb-10Mb	0.9999760033247808	2.3996675219274785e-05
Syntheticpatient4	5-8:het:10Mb-40Mb	0.993705187116948	0.0062948128830519695
Syntheticpatient4	5-8:het:>40Mb	0.9987664304578449	0.0012335695421551024
Syntheticpatient4	9+:het:0-100kb	0.5808683048177248	0.4191316951822751
Syntheticpatient4	9+:het:100kb-1Mb	0.8900582367069759	0.10994176329302406
Syntheticpatient4	9+:het:1Mb-10Mb	0.635354184788775	0.36464581521122497
Syntheticpatient4	9+:het:10Mb-40Mb	0.9823340834827798	0.01766591651722015
Syntheticpatient4	9+:het:>40Mb	0.9641158430205866	0.03588415697941344
Syntheticpatient5	0:homdel:0-100kb	0.47933099806911567	0.5206690019308844
Syntheticpatient5	0:homdel:100kb-1Mb	0.1607491673997011	0.8392508326002988
Syntheticpatient5	0:homdel:>1Mb	0.163316741258317	0.8366832587416829
Syntheticpatient5	1:LOH:0-100kb	0.4781953022414383	0.5218046977585618
Syntheticpatient5	1:LOH:100kb-1Mb	0.1681912267397503	0.8318087732602496
Syntheticpatient5	1:LOH:1Mb-10Mb	0.007294457174013528	0.9927055428259864
Syntheticpatient5	1:LOH:10Mb-40Mb	0.0028852215755946695	0.9971147784244055
Syntheticpatient5	1:LOH:>40Mb	0.0005317908786658611	0.999468209121334
Syntheticpatient5	2:LOH:0-100kb	0.9758320922109092	0.024167907789090913
Syntheticpatient5	2:LOH:100kb-1Mb	0.3817660470401959	0.6182339529598041
Syntheticpatient5	2:LOH:1Mb-10Mb	0.4390112892852819	0.560988710714718
Syntheticpatient5	2:LOH:10Mb-40Mb	0.8027612123832154	0.1972387876167846
Syntheticpatient5	2:LOH:>40Mb	0.99863513203251	0.001364867967490006
Syntheticpatient5	3-4:LOH:0-100kb	0.8144244186882904	0.18557558131170973
Syntheticpatient5	3-4:LOH:100kb-1Mb	0.6093233747729551	0.39067662522704494
Syntheticpatient5	3-4:LOH:1Mb-10Mb	0.40299439852242364	0.5970056014775763
Syntheticpatient5	3-4:LOH:10Mb-40Mb	0.5636836557127042	0.4363163442872958
Syntheticpatient5	3-4:LOH:>40Mb	0.8083710512868432	0.19162894871315683
Syntheticpatient5	5-8:LOH:0-100kb	0.34630987001643426	0.6536901299835658
Syntheticpatient5	5-8:LOH:100kb-1Mb	0.7184248482003539	0.2815751517996461
Syntheticpatient5	5-8:LOH:1Mb-10Mb	0.40467606243416016	0.5953239375658398
Syntheticpatient5	5-8:LOH:10Mb-40Mb	0.7656866126162635	0.23431338738373647
Syntheticpatient5	5-8:LOH:>40Mb	0.8512055764226335	0.14879442357736652
Syntheticpatient5	9+:LOH:0-100kb	0.915186548542616	0.08481345145738392
Syntheticpatient5	9+:LOH:100kb-1Mb	0.1519755263768885	0.8480244736231115
Syntheticpatient5	9+:LOH:1Mb-10Mb	0.3186301901468094	0.6813698098531906
Syntheticpatient5	9+:LOH:10Mb-40Mb	0.9981203034252196	0.0018796965747803981
Syntheticpatient5	9+:LOH:>40Mb	0.8277952554873803	0.17220474451261963
Syntheticpatient5	2:het:0-100kb	0.29061210696967515	0.7093878930303249
Syntheticpatient5	2:het:100kb-1Mb	0.15836291362106544	0.8416370863789346
Syntheticpatient5	2:het:1Mb-10Mb	0.008380236957343865	0.9916197630426561
Syntheticpatient5	2:het:10Mb-40Mb	0.0054113894529420874	0.9945886105470579
Syntheticpatient5	2:het:>40Mb	2.1489565362375704e-05	0.9999785104346376
Syntheticpatient5	3-4:het:0-100kb	0.8110940219282753	0.18890597807172463
Syntheticpatient5	3-4:het:100kb-1Mb	0.4196997835995561	0.5803002164004439
Syntheticpatient5	3-4:het:1Mb-10Mb	0.7205001514607166	0.27949984853928345
Syntheticpatient5	3-4:het:10Mb-40Mb	0.907267210200505	0.09273278979949495
Syntheticpatient5	3-4:het:>40Mb	0.974084281482303	0.02591571851769693
Syntheticpatient5	5-8:het:0-100kb	0.6177235325477376	0.38227646745226246
Syntheticpatient5	5-8:het:100kb-1Mb	0.9223882951406334	0.07761170485936675
Syntheticpatient5	5-8:het:1Mb-10Mb	0.9999675047784784	3.249522152164899e-05
Syntheticpatient5	5-8:het:10Mb-40Mb	0.9914947359661886	0.008505264033811325
Syntheticpatient5	5-8:het:>40Mb	0.9983302707317041	0.001669729268296009
Syntheticpatient5	9+:het:0-100kb	0.5057878973232983	0.4942121026767017
Syntheticpatient5	9+:het:100kb-1Mb	0.8567002910727841	0.14329970892721594
Syntheticpatient5	9+:het:1Mb-10Mb	0.5626858939433185	0.4373141060566815
Syntheticpatient5	9+:het:10Mb-40Mb	0.9762261500583923	0.023773849941607635
Syntheticpatient5	9+:het:>40Mb	0.9520166893215695	0.04798331067843059
Syntheticpatient6	0:homdel:0-100kb	0.34554742861841226	0.6544525713815877
Syntheticpatient6	0:homdel:100kb-1Mb	0.09897992348506061	0.9010200765149393
Syntheticpatient6	0:homdel:>1Mb	0.10067924229768188	0.8993207577023182
Syntheticpatient6	1:LOH:0-100kb	0.34451897118304164	0.6554810288169585
Syntheticpatient6	1:LOH:100kb-1Mb	0.10391639397816888	0.896083606021831
Syntheticpatient6	1:LOH:1Mb-10Mb	0.004196640942614934	0.995803359057385
Syntheticpatient6	1:LOH:10Mb-40Mb	0.0016567980603527344	0.9983432019396472
Syntheticpatient6	1:LOH:>40Mb	0.00030506689691132694	0.9996949331030887
Syntheticpatient6	2:LOH:0-100kb	0.9586049938562244	0.04139500614377551
Syntheticpatient6	2:LOH:100kb-1Mb	0.2615351079389759	0.7384648920610242
Syntheticpatient6	2:LOH:1Mb-10Mb	0.3097856249003342	0.6902143750996658
Syntheticpatient6	2:LOH:10Mb-40Mb	0.7000836292623026	0.29991637073769734
Syntheticpatient6	2:LOH:>40Mb	0.9976226429944866	0.0023773570055133624
Syntheticpatient6	3-4:LOH:0-100kb	0.7156679026667085	0.28433209733329146
Syntheticpatient6	3-4:LOH:100kb-1Mb	0.4721595475923992	0.5278404524076008
Syntheticpatient6	3-4:LOH:1Mb-10Mb	0.2790960560654881	0.720903943934512
Syntheticpatient6	3-4:LOH:10Mb-40Mb	0.4256013885896724	0.5743986114103276
Syntheticpatient6	3-4:LOH:>40Mb	0.7075499143346629	0.29245008566533715
Syntheticpatient6	5-8:LOH:0-100kb	0.23303624621431215	0.7669637537856878
Syntheticpatient6	5-8:LOH:100kb-1Mb	0.5940457009194062	0.4059542990805938
Syntheticpatient6	5-8:LOH:1Mb-10Mb	0.28050362333596335	0.7194963766640365
Syntheticpatient6	5-8:LOH:10Mb-40Mb	0.6520738149769536	0.34792618502304645
Syntheticpatient6	5-8:LOH:>40Mb	0.7664085914692988	0.23359140853070126
Syntheticpatient6	9+:LOH:0-100kb	0.8608931085361063	0.13910689146389363
Syntheticpatient6	9+:LOH:100kb-1Mb	0.09320322334731386	0.9067967766526862
Syntheticpatient6	9+:LOH:1Mb-10Mb	0.21148120629361958	0.7885187937063804
Syntheticpatient6	9+:LOH:10Mb-40Mb	0.9967271548623843	0.003272845137615721
Syntheticpatient6	9+:LOH:>40Mb	0.7338287212261411	0.2661712787738589
Syntheticpatient6	2:het:0-100kb	0.19025422711917764	0.8097457728808224
Syntheticpatient6	2:het:100kb-1Mb	0.09740418747211584	0.9025958125278841
Syntheticpatient6	2:het:1Mb-10Mb	0.004823551381462287	0.9951764486185376
Syntheticpatient6	2:het:10Mb-40Mb	0.0031107700400310415	0.9968892299599689
Syntheticpatient6	2:het:>40Mb	1.2325010735988863e-05	0.999987674989264
Syntheticpatient6	3-4:het:0-100kb	0.711193678681529	0.28880632131847084
Syntheticpatient6	3-4:het:100kb-1Mb	0.2931877281837121	0.7068122718162879
Syntheticpatient6	3-4:het:1Mb-10Mb	0.5965228800694536	0.4034771199305463
Syntheticpatient6	3-4:het:10Mb-40Mb	0.8487420721264965	0.15125792787350345
Syntheticpatient6	3-4:het:>40Mb	0.9556679274031704	0.04433207259682951
Syntheticpatient6	5-8:het:0-100kb	0.4809968718788698	0.5190031281211301
Syntheticpatient6	5-8:het:100kb-1Mb	0.8720605738960051	0.12793942610399484
Syntheticpatient6	5-8:het:1Mb-10Mb	0.9999433430340479	5.665696595212846e-05
